mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_40694,C1CC1C1NC1C1CO1,3.58825,0.96156,0.8724,2.5432,79.66,-0.2452,0.0716,0.3167,1389.6292,0.171265,-403.078879,-403.07025,-403.069306,-403.113068,32.369
gdb_121949,COCCC(O)C1CN1,4.45147,0.62084,0.5718,1.3364,80.1,-0.2474,0.0697,0.3172,1971.2628,0.192433,-441.438383,-441.427664,-441.42672,-441.475383,37.543
gdb_69576,OC12CC1C1(CO1)C2=O,2.92648,1.50781,1.18471,2.8703,67.07,-0.2369,-0.0294,0.2075,1027.8718,0.110536,-457.714171,-457.706122,-457.705178,-457.746801,29.941
gdb_4915,CCc1coc(n1)O,6.71673,1.24645,1.06514,2.4648,62.53,-0.22,0.0282,0.2482,1073.3452,0.119097,-399.841106,-399.833545,-399.832601,-399.873264,27.584
gdb_65682,OC1(CC=O)C2COC12,4.02682,0.98311,0.95357,2.9267,68.48,-0.2364,-0.0233,0.2131,1257.8868,0.133699,-458.915105,-458.906605,-458.905661,-458.949051,31.265
gdb_83535,CC1C2CCC1C2(C)C,2.55129,1.54166,1.23999,0.0979,92.05,-0.2734,0.0832,0.3566,1174.9405,0.230208,-352.354334,-352.345154,-352.34421,-352.387303,37.272
gdb_74176,[NH3+]C1=CC(=O)O[C-]1C=O,2.42407,1.42469,0.90174,13.0488,79.95,-0.1773,-0.0389,0.1384,1188.4085,0.100611,-473.805098,-473.797031,-473.796087,-473.837935,29.277
gdb_30978,COc1c([nH]c(=O)[nH]1)N,2.58922,1.35172,0.93466,4.6623,68.78,-0.1782,0.0552,0.2334,1213.5115,0.124526,-471.238235,-471.229022,-471.228077,-471.272427,33.031
gdb_54858,[O-]C(=O)C1C2CC[NH2+]C12,3.08797,1.35679,1.25369,6.5506,71.27,-0.241,0.0247,0.2657,1059.7851,0.150753,-439.109756,-439.102386,-439.101442,-439.141834,28.903
gdb_105401,COC1(CC=O)CC1O,2.90031,1.11515,0.91809,1.2236,72.3,-0.2336,-0.0262,0.2074,1288.1696,0.1557,-460.133845,-460.123925,-460.12298,-460.169149,35.647
gdb_118703,CCCC1(C)C2CC1O2,3.17246,1.03974,0.90849,1.9295,85.64,-0.2334,0.0837,0.3171,1405.49,0.204526,-388.224577,-388.215135,-388.214191,-388.259151,36.222
gdb_43501,N=C1CC(=O)NC(=O)O1,2.07386,1.90907,1.02308,0.7653,62.24,-0.2846,-0.0466,0.238,1060.2704,0.090467,-489.974766,-489.967444,-489.9665,-490.007264,26.759
gdb_40986,C1OC23C1C1C2C=CC31,4.05693,1.61464,1.53165,1.5663,77.1,-0.2256,-0.0026,0.223,903.3025,0.137112,-384.545881,-384.539733,-384.538789,-384.575921,26.667
gdb_124595,CC(C)n1cnc(n1)O,3.96329,1.06869,0.9074,3.2153,73.88,-0.2295,0.0149,0.2444,1298.1136,0.148752,-435.305348,-435.296688,-435.295744,-435.339057,32.195
gdb_88507,OC1CC1C1(CN1)C#N,2.51059,1.33161,1.1573,4.0793,72.71,-0.2628,0.0198,0.2826,1122.3029,0.135896,-417.965947,-417.957423,-417.956479,-417.999473,32.063
gdb_112586,CCC1CC(O)(C1)C#C,3.14577,0.91928,0.8388,1.1424,85.32,-0.2542,0.0332,0.2875,1483.7963,0.179809,-387.050601,-387.04054,-387.039596,-387.085549,37.897
gdb_41790,C1OC2OC1C=CC=C2,2.65893,2.03274,1.52714,1.5295,74.31,-0.2283,-0.0425,0.1858,901.7577,0.139348,-421.831229,-421.824619,-421.823675,-421.862072,26.822
gdb_62056,OC(CCC1CC1)C#N,4.10122,0.657,0.59059,3.5093,80.4,-0.2833,0.0128,0.296,1851.7339,0.169905,-403.145368,-403.135493,-403.134549,-403.181259,35.53
gdb_113551,CCC1OC11COC1C,3.30185,0.96882,0.8859,1.9289,79.33,-0.2495,0.0789,0.3284,1433.0541,0.180133,-424.196956,-424.187229,-424.186285,-424.232025,35.378
gdb_132418,c1nc(nc(n1)F)C=O,4.04718,1.20251,0.92706,1.1957,59.21,-0.2829,-0.1129,0.17,1101.8692,0.06631,-492.884675,-492.877889,-492.876945,-492.916651,23.699
gdb_61817,CC1(CN1)C(O)CC=O,3.15925,0.93706,0.817,4.0231,76.1,-0.2468,-0.015,0.2318,1441.2897,0.168116,-440.265414,-440.255282,-440.254337,-440.301244,36.493
gdb_129596,c1c(c(on1)N)C2CC2,3.01547,1.35172,0.98497,3.9778,74.91,-0.2099,0.014,0.224,1175.3138,0.137233,-417.990684,-417.982615,-417.981671,-418.023871,30.573
gdb_55854,CC(=O)NC1CC1(C)C,3.018,1.00791,0.93428,3.212,83.72,-0.2362,0.0322,0.2683,1408.6726,0.191443,-404.38243,-404.371547,-404.370603,-404.419419,38.994
gdb_118748,CC1CC(C)(CCO)C1,2.945,0.82718,0.74796,1.3959,89.4,-0.261,0.08,0.3409,1666.9447,0.227334,-389.486061,-389.475325,-389.474381,-389.521861,40.316
gdb_101907,OCC(O)CCOC=N,6.762,0.50551,0.48392,2.0637,75.19,-0.2635,0.0189,0.2824,2191.6564,0.168737,-477.407704,-477.396921,-477.395977,-477.446433,36.83
gdb_82059,OC1C2NC2C11CCC1,2.80487,1.45182,1.26544,2.5425,78.38,-0.2365,0.0739,0.3104,1086.2456,0.172096,-403.088539,-403.080526,-403.079582,-403.121155,31.807
gdb_90219,OC1CC23OC4C2CC134,3.1182,1.8136,1.61943,2.3054,71.99,-0.2206,0.0539,0.2745,882.7213,0.135836,-421.662507,-421.655785,-421.65484,-421.693186,28.2
gdb_15141,O=CCOCC1CN1,9.2115,0.72088,0.69567,3.0799,66.61,-0.2539,-0.0305,0.2233,1560.5219,0.139952,-400.958374,-400.949519,-400.948574,-400.993527,29.663
gdb_33214,c1c([nH]cn1)CCCO,5.5513,0.6524,0.6207,4.2163,78.4,-0.2149,0.0339,0.2488,1774.7708,0.160726,-419.241518,-419.232373,-419.231429,-419.276817,32.634
gdb_11621,CC(C)OCC1CN1,5.02297,0.90751,0.85537,2.5345,76.41,-0.2432,0.0777,0.3209,1432.6234,0.1873,-366.23135,-366.221862,-366.220918,-366.266387,33.999
gdb_100173,CCC(O)(C=O)C(N)=O,2.13019,1.31579,1.21233,4.6806,68.85,-0.243,-0.0401,0.203,1162.4135,0.143668,-476.26412,-476.25354,-476.252595,-476.300019,37.432
gdb_24381,c1nc2c(o1)CC=CC2,3.56274,1.62532,1.13151,1.6961,74.81,-0.2263,0.0083,0.2346,1020.5534,0.127909,-400.802616,-400.796043,-400.795099,-400.833623,26.009
gdb_128130,CNc1c(cnn1C)N,1.93073,1.87367,1.02154,2.907,80.22,-0.1826,0.0317,0.2144,1188.2025,0.160544,-415.38901,-415.379269,-415.378325,-415.424066,34.69
gdb_75106,NC1=NCC(=O)NC1=N,3.11169,1.44356,0.99266,2.2687,72.02,-0.2371,-0.0449,0.1922,1111.0467,0.115039,-450.191551,-450.183646,-450.182702,-450.224224,29.941
gdb_98911,CNC(=O)CC#CC#C,3.61198,0.71249,0.59954,2.9169,88.98,-0.2437,-0.0268,0.2169,1764.8908,0.121743,-400.730545,-400.720453,-400.719509,-400.76711,34.806
gdb_11215,O=CC1CNC(=O)O1,4.73245,1.49475,1.32459,3.2891,54.14,-0.2718,-0.0505,0.2213,889.951,0.096024,-435.790242,-435.783232,-435.782288,-435.822224,24.601
gdb_122912,COCCCC(C)C#C,4.69411,0.52743,0.48858,0.8667,89.98,-0.2532,0.0568,0.31,2267.9145,0.202369,-388.252206,-388.24072,-388.239776,-388.290003,40.285
gdb_123958,c1c2c(no1)OCCO2,3.60565,1.66548,1.17549,4.3073,63.3,-0.2354,-0.0043,0.231,962.8358,0.103507,-473.799151,-473.792811,-473.791867,-473.829951,24.822
gdb_86836,CC1NC(CC1=O)C#C,2.66433,1.26559,1.07076,2.5254,77.6,-0.2415,-0.021,0.2205,1190.4586,0.146634,-401.937515,-401.928607,-401.927662,-401.97135,33.442
gdb_14150,CC1NC11CCOC1,4.27143,1.48348,1.30118,1.5877,71.2,-0.2373,0.076,0.3133,1003.0032,0.166659,-365.043029,-365.035216,-365.034271,-365.075495,29.393
gdb_1470,CCC(C)CC#C,6.41145,1.25296,1.13614,0.744,73.38,-0.2584,0.0553,0.3136,1082.5284,0.169257,-273.763068,-273.754165,-273.753221,-273.796122,32.331
gdb_88679,CC1CC1C1OC1(C)C,3.15805,0.9369,0.85686,1.6979,87.53,-0.2488,0.0871,0.3358,1507.3077,0.203134,-388.273531,-388.263159,-388.262215,-388.309203,38.581
gdb_108091,COC12CC3CC1C23O,2.5719,1.5286,1.27191,1.8907,75.69,-0.2238,0.0719,0.2957,1081.052,0.158486,-422.9509,-422.942513,-422.941569,-422.983684,32.428
gdb_90965,CN1CC2C3OC2(C)C13,3.07514,1.45708,1.3605,1.7785,78.87,-0.207,0.0787,0.2857,1060.6243,0.170837,-403.082434,-403.074373,-403.073429,-403.114666,31.84
gdb_4251,N=C1OC(=O)NC=C1,3.85382,2.10068,1.35958,4.1531,60.9,-0.2431,-0.0434,0.1997,818.2324,0.086016,-414.726994,-414.720684,-414.71974,-414.757661,23.588
gdb_26741,c1nc(c(n1C=O)O)N,3.49929,1.29219,0.94844,3.0944,66.84,-0.2172,-0.0446,0.1726,1142.049,0.102045,-470.048927,-470.040835,-470.03989,-470.0816,29.435
gdb_41542,C1CN2C1C1C3OC1C23,4.18943,1.56921,1.46274,2.0619,73.59,-0.2133,0.0693,0.2826,928.1416,0.150374,-401.853756,-401.847563,-401.846619,-401.884189,26.125
gdb_96537,OC1CCOCOC1=N,2.46731,1.61844,1.11493,3.0152,69.26,-0.2545,0.0112,0.2656,1090.7066,0.148929,-476.222588,-476.214288,-476.213344,-476.255801,31.235
gdb_97985,CCC#CCOCC#C,7.18345,0.45393,0.43185,1.3171,89.77,-0.2463,0.0175,0.2638,2501.6639,0.155073,-385.812103,-385.801091,-385.800147,-385.85161,37.161
gdb_111311,CCC1C2NC2C1(C)O,2.30182,1.33403,1.12801,0.5408,81.88,-0.2278,0.0761,0.3039,1236.1223,0.192721,-404.307789,-404.298102,-404.297158,-404.341841,37.246
gdb_11881,O=C1CC2(CO2)CO1,5.04651,1.56782,1.34463,4.4925,57.47,-0.2696,0.0061,0.2757,882.3741,0.107294,-419.697313,-419.690631,-419.689686,-419.728571,24.777
gdb_115742,OCC1OCC1C1CC1,2.93257,1.03007,0.82851,2.7826,78.48,-0.2447,0.0711,0.3158,1422.4989,0.182743,-424.184932,-424.175763,-424.174819,-424.219808,33.886
gdb_13417,OCCC1CCCO1,5.5244,1.00072,0.89392,1.3663,71.42,-0.2493,0.0795,0.3288,1310.1675,0.177834,-386.144456,-386.135705,-386.13476,-386.179,31.102
gdb_74989,CC1=CC2OCC2C1=O,2.93606,1.53523,1.1422,1.8338,74.87,-0.2444,-0.0522,0.1922,1074.8611,0.136416,-421.84581,-421.837893,-421.836948,-421.878689,29.269
gdb_52562,CC#CC(=O)CCC#C,4.07767,0.60893,0.53502,3.5602,86.35,-0.2546,-0.0506,0.204,2005.6121,0.131395,-384.653171,-384.642435,-384.641491,-384.693182,35.861
gdb_55144,[O-]C(=O)C1CC2CC1[NH2+]2,3.58327,1.3025,1.22121,6.3403,71.2,-0.2467,0.0275,0.2742,1060.1785,0.151306,-439.101638,-439.094673,-439.093729,-439.133167,27.946
gdb_61808,CC(NC=O)C1(C)CO1,2.7612,1.1117,0.93716,2.6116,76.27,-0.2503,0.0305,0.2808,1317.3939,0.169122,-440.298901,-440.289072,-440.288128,-440.334251,35.87
gdb_106853,CNC12CC1(NC2)C#N,2.59764,1.30265,1.03945,4.8159,79.42,-0.2269,0.0072,0.2341,1202.1426,0.148311,-398.081663,-398.072865,-398.071921,-398.11536,32.61
gdb_91292,OC1CC2OC(=O)NC12,3.27004,1.39731,1.16269,3.5346,63.92,-0.2629,0.0423,0.3052,1041.3487,0.126267,-475.059898,-475.052604,-475.05166,-475.091936,28.342
gdb_34894,C#CC1C(C#N)C2CN12,2.02842,1.92493,1.22724,2.2832,74.33,-0.2604,0.0017,0.2621,1016.2398,0.112374,-379.59469,-379.586797,-379.585853,-379.627294,29.565
gdb_128988,c1c2c(ncn1)n[nH]n2,4.20718,1.77187,1.24679,2.5625,67.92,-0.2624,-0.0849,0.1775,881.6476,0.083572,-427.878407,-427.872965,-427.872021,-427.908267,21.237
gdb_12003,CC1(C)CCC2CC12,3.00198,1.94352,1.68649,0.1574,80.5,-0.2611,0.0825,0.3436,926.8605,0.201559,-313.083388,-313.075451,-313.074507,-313.114742,32.457
gdb_111344,OCC1C2CC2C11CC1,2.40634,1.41094,1.06213,1.7258,82.2,-0.2443,0.0695,0.3139,1206.4491,0.182695,-387.036749,-387.028094,-387.027149,-387.070012,33.918
gdb_101990,CNC(C=O)C#CC#C,3.64157,0.71838,0.62943,1.3093,89.96,-0.2325,-0.0476,0.185,1728.4247,0.120681,-400.682073,-400.672013,-400.671069,-400.717846,34.94
gdb_3602,CN1CC1C1CN1,5.56193,1.7792,1.5206,0.5503,65.38,-0.2215,0.0771,0.2986,841.684,0.148878,-305.831164,-305.823903,-305.822959,-305.862694,26.578
gdb_5433,Cc1c(cco1)C#C,3.58231,1.89371,1.24846,0.3606,72.99,-0.2141,-0.0024,0.2117,920.4071,0.10638,-345.412127,-345.404675,-345.403731,-345.443784,27.605
gdb_87448,CC12CC(O1)C21CC1O,2.596,1.50015,1.32036,2.2878,76.5,-0.2263,0.0696,0.2959,1061.3668,0.157184,-422.933268,-422.924722,-422.923778,-422.965986,33.392
gdb_44722,O=C1CC2CC(C#N)C12,2.39157,1.67939,1.17538,5.9526,72.77,-0.2555,-0.0403,0.2153,1043.0285,0.124524,-400.752356,-400.744643,-400.743699,-400.785392,28.816
gdb_79590,CC1C2C3CC3(C=O)C12,2.70918,1.53055,1.18394,3.0368,80.52,-0.2431,-0.0255,0.2176,1089.4952,0.158992,-385.860586,-385.852412,-385.851467,-385.893211,31.572
gdb_96156,CC1CCOC2CC2O1,2.62757,1.52654,1.06251,1.7957,79.36,-0.2349,0.0807,0.3155,1179.522,0.183068,-424.20866,-424.200379,-424.199435,-424.241085,33.011
gdb_83858,OC1C2CNCC(=O)C12,2.14213,1.79472,1.31854,2.5384,71.63,-0.2103,-0.0151,0.1952,1022.027,0.149798,-439.07985,-439.071986,-439.071042,-439.112243,30.735
gdb_77196,CC1C(OC1C#C)C#C,3.6906,1.04736,0.8802,2.0178,81.99,-0.2559,0.0014,0.2574,1304.2267,0.132596,-384.599189,-384.589826,-384.588882,-384.633843,34.337
gdb_88874,CN1CC1C1CCOC1,3.58389,0.97997,0.85144,0.724,82.47,-0.2245,0.0751,0.2996,1418.089,0.19514,-404.316449,-404.307256,-404.306312,-404.351769,33.678
gdb_40954,C1COC2(COC2)C=C1,3.63437,1.27325,1.12498,2.5519,77.46,-0.2449,0.012,0.2569,1131.5915,0.160534,-423.007878,-423.000077,-422.999133,-423.040674,29.997
gdb_6289,CN(C)CC(O)C#N,4.17028,1.06955,1.02683,5.6293,69.75,-0.2493,0.0193,0.2686,1206.349,0.152676,-381.112239,-381.103066,-381.102122,-381.146296,32.598
gdb_23349,ON=C1CC(C1)C1CC1,5.59344,0.74047,0.67908,1.0623,84.61,-0.2392,0.01,0.2492,1647.5361,0.169913,-403.083302,-403.074238,-403.073294,-403.117964,34.089
gdb_69959,CC12CC1C1CCC21O,2.44635,1.81081,1.34717,1.065,81.7,-0.2176,0.0746,0.2922,1045.1254,0.182173,-387.042441,-387.034073,-387.033129,-387.074524,34.227
gdb_85349,OC1CC(=O)C=C1C#C,3.0349,1.24085,0.91312,4.1206,80.42,-0.2465,-0.0771,0.1694,1204.1991,0.111203,-420.628652,-420.620276,-420.619332,-420.661961,31.117
gdb_61239,CC(CC#N)C1OC1C,2.98715,0.89701,0.76713,3.5778,79.76,-0.2742,0.0317,0.3059,1509.5421,0.168793,-403.154136,-403.144035,-403.143091,-403.189995,35.933
gdb_88378,CC1OC1C(C)(C)C#C,2.07538,1.39234,1.19224,1.8327,84.21,-0.2584,0.052,0.3104,1211.9441,0.178388,-387.041601,-387.031115,-387.030171,-387.076671,39.062
gdb_132648,c1c(c(nc(n1)O)N)F,3.24476,1.41485,0.98552,1.9949,64.62,-0.2275,-0.0232,0.2043,1072.4798,0.090775,-494.102211,-494.094916,-494.093972,-494.133814,28.037
gdb_28555,Cc1ncc(n1C=O)N,2.43465,1.75306,1.02764,1.0853,75.37,-0.1946,-0.0426,0.152,1104.8859,0.125224,-434.128044,-434.11968,-434.118736,-434.160744,31.178
gdb_10996,CC12CN1C(=O)C=C2,4.23909,1.9113,1.57573,4.4868,67.32,-0.2506,-0.0528,0.1978,824.0487,0.119386,-362.677373,-362.670588,-362.669644,-362.708055,26.128
gdb_124987,Cc1c(cno1)CCO,3.10061,0.96778,0.78246,2.9914,74.69,-0.2443,-0.0059,0.2385,1436.4947,0.14679,-439.084667,-439.075336,-439.074392,-439.120091,32.679
gdb_128370,CNc1c(con1)C#C,2.22037,1.58034,0.9299,2.8341,77.34,-0.2223,-0.0192,0.2031,1197.8783,0.111974,-416.768859,-416.760283,-416.759339,-416.802253,31.233
gdb_5574,CCc1c([nH]cn1)O,3.2389,1.80503,1.2425,2.5471,67.05,-0.1944,0.0456,0.24,971.1839,0.131299,-379.962322,-379.954295,-379.953351,-379.9951,29.185
gdb_81985,CC1(C#N)C2OC2C1N,2.48868,1.44713,1.32145,3.5729,72.32,-0.2497,0.0273,0.277,1045.6985,0.135507,-417.975432,-417.966816,-417.965871,-418.008339,32.479
gdb_43446,N=C1NC(=N)C2(CC2)O1,2.89873,1.57598,1.11146,2.6231,74.54,-0.2474,0.0019,0.2493,1067.8334,0.125557,-434.085628,-434.077935,-434.076991,-434.117895,29.822
gdb_91150,CC1OC2C=CC(=O)C12,2.39871,1.87061,1.31377,1.9433,73.31,-0.2443,-0.0575,0.1868,989.0776,0.136664,-421.843383,-421.835804,-421.83486,-421.875614,28.999
gdb_31347,CCc1cc(=O)cco1,3.42157,1.14161,0.90978,4.4125,78.64,-0.2304,-0.0319,0.1985,1278.3166,0.136701,-421.884362,-421.876206,-421.875262,-421.917612,30.312
gdb_43316,O=C1C=CC2CC12C#C,2.66885,1.69383,1.21303,3.7536,78.27,-0.241,-0.0593,0.1817,1010.3494,0.112263,-383.472836,-383.465302,-383.464358,-383.504685,29.404
gdb_102676,CCC(CCC#N)OC,3.08294,0.71916,0.61285,5.195,84.24,-0.2644,0.0428,0.3073,1836.9132,0.191966,-404.362134,-404.351069,-404.350125,-404.399618,38.38
gdb_76576,CC1C(O)C11CCOC1,2.77327,1.17932,1.12601,2.356,78.54,-0.2431,0.0674,0.3105,1220.7674,0.182619,-424.212079,-424.20292,-424.201976,-424.246224,34.418
gdb_82228,OC1C2CC2C2CC1O2,2.37271,2.05197,1.47986,0.7674,72.97,-0.2354,0.064,0.2994,944.2223,0.161841,-422.991602,-422.984475,-422.983531,-423.022757,29.625
gdb_7813,OC1COCC(=O)C1,3.30929,1.76295,1.22001,2.8627,61.09,-0.2387,-0.0242,0.2144,948.6838,0.130537,-420.890216,-420.882716,-420.881772,-420.922094,28.007
gdb_15479,O=C1OCCC1C#C,2.92842,2.06517,1.48402,4.1601,62.67,-0.2605,-0.0003,0.2602,852.9365,0.107444,-382.548846,-382.541682,-382.540738,-382.580525,26.272
gdb_133041,CNc1ccc(nc1)F,4.89852,0.9832,0.82468,4.5182,76.71,-0.2048,-0.0234,0.1814,1316.5452,0.125496,-442.090162,-442.082308,-442.081364,-442.122651,29.65
gdb_49520,O=CN1C2CC1C1CC21,2.86391,1.68787,1.39849,4.1663,76.47,-0.2378,0.0268,0.2646,971.6961,0.149898,-401.919382,-401.912467,-401.911523,-401.950766,28.007
gdb_85316,CC1NC(=O)C2OCC12,2.34853,1.78702,1.17024,5.2268,71.64,-0.2302,0.0122,0.2424,1064.3143,0.149382,-439.107061,-439.099143,-439.098199,-439.13974,30.021
gdb_92037,OC1CC2OC2C2OC12,2.92384,1.62613,1.23249,2.0926,66.26,-0.2616,0.0545,0.3161,1001.9548,0.136942,-458.924254,-458.916981,-458.916037,-458.955857,28.887
gdb_129155,N=C1N=NON=C1C=O,2.87307,1.55695,1.01584,3.0594,64.97,-0.2734,-0.1176,0.1558,1035.0133,0.062742,-484.759917,-484.752125,-484.751181,-484.793327,26.799
gdb_931,Cc1ccncc1,5.88686,2.52653,1.78742,2.5781,65.39,-0.2489,-0.0177,0.2312,691.3554,0.115921,-287.507193,-287.501083,-287.500139,-287.538062,22.167
gdb_32715,COC=Nc1cnc[nH]1,6.9407,0.73432,0.67184,3.3784,81.75,-0.1989,-0.0158,0.1831,1614.5217,0.125147,-434.09659,-434.087965,-434.087021,-434.131338,29.854
gdb_107505,CN=C1OC2CC12CO,2.19979,1.55782,1.01183,2.1558,75.63,-0.2535,0.0158,0.2693,1195.85,0.146698,-439.044423,-439.035462,-439.034518,-439.07858,32.524
gdb_71990,CC12CC3CC1(O)C23C,1.88455,1.77768,1.67788,0.9275,83.04,-0.2244,0.0722,0.2966,1042.2507,0.18156,-387.05074,-387.041741,-387.040797,-387.08358,35.187
gdb_65348,CC1(CC1N1CC1)C#N,3.18532,1.00169,0.97417,4.2114,82.47,-0.2538,0.0368,0.2906,1314.9563,0.158618,-382.042937,-382.033877,-382.032933,-382.076912,33.621
gdb_60825,CC(C=O)C(O)C1CN1,2.70696,0.92389,0.87403,2.0316,75.95,-0.243,-0.0232,0.2199,1431.0748,0.168463,-440.25772,-440.247363,-440.246418,-440.294451,36.336
gdb_19047,CC1N=C2OC3C1C23,4.35431,2.13177,1.87758,3.5365,65.77,-0.2177,-0.0558,0.1618,745.7895,0.117541,-362.52399,-362.5176,-362.516656,-362.554161,25.57
gdb_117860,CC(CCO)C#CC#C,3.76435,0.57748,0.51383,2.3691,95.21,-0.24,-0.0083,0.2316,2080.5655,0.155918,-385.834694,-385.823906,-385.822962,-385.871306,38.167
gdb_81140,CC1C2CC1(NC2)C#N,2.44106,1.66106,1.22718,4.5273,79.73,-0.2412,0.0216,0.2628,1069.2073,0.161729,-382.062368,-382.054459,-382.053515,-382.094509,31.243
gdb_93929,CC1C[NH2+]C(C1)C([O-])=O,3.43588,1.09731,0.93362,5.3503,73.95,-0.2452,0.019,0.2642,1289.8975,0.172979,-440.334365,-440.325697,-440.324753,-440.368662,32.518
gdb_95401,CC1CCC=C(C)C1C,2.11122,1.47716,1.01949,0.1569,94.95,-0.2255,0.0364,0.2619,1319.6973,0.229614,-352.391499,-352.381643,-352.380699,-352.425455,38.489
gdb_75625,OC1C(=O)C(O)C11CC1,2.02749,1.87815,1.15421,1.1702,69.5,-0.2536,-0.038,0.2156,1064.4374,0.133741,-458.939116,-458.93013,-458.929186,-458.972703,33.073
gdb_67553,OC12C3OC3C1NC2=N,2.58107,1.84213,1.54169,2.6077,65.81,-0.2423,0.0128,0.2551,897.5393,0.111991,-453.8699,-453.862322,-453.861377,-453.901826,29.149
gdb_23428,ON=C1CN2C(C#N)C12,2.8849,1.28787,1.07771,2.8846,70.95,-0.2533,-0.0242,0.2291,1101.5679,0.100551,-432.777022,-432.769254,-432.76831,-432.809641,28.777
gdb_128858,COCCn1nnnn1,6.10925,0.72201,0.70233,4.8003,67.27,-0.2828,-0.0472,0.2356,1585.3322,0.123876,-467.317175,-467.30848,-467.307536,-467.352893,28.796
gdb_125834,Cc1c(non1)CC#N,3.04743,1.27456,0.98227,2.9286,66.76,-0.3116,-0.0552,0.2564,1142.6737,0.100471,-432.84953,-432.841404,-432.84046,-432.883154,28.418
gdb_1265,[NH3+]CC#CC([O-])=O,8.07402,1.09087,0.97319,5.3628,56.69,-0.263,-0.0392,0.2238,1111.0895,0.089488,-360.501473,-360.493727,-360.492782,-360.534734,25.671
gdb_8545,CC12CC3CC(O1)C23,3.97598,2.24937,1.86254,1.6221,70.79,-0.2334,0.0804,0.3137,783.576,0.154763,-347.764905,-347.758374,-347.75743,-347.795036,26.855
gdb_41617,C1OC2C1C21COCO1,4.14912,1.27865,1.15659,1.8865,67.61,-0.2257,0.0668,0.2925,1068.6305,0.13652,-458.897819,-458.890453,-458.889508,-458.930568,27.758
gdb_84539,CC1C=CC2C1C2(C)C,2.7474,1.29764,1.16644,0.1522,91.55,-0.2211,0.0224,0.2435,1228.3184,0.205544,-351.166167,-351.156979,-351.156035,-351.1992,36.511
gdb_23300,ON=C1CC(=O)N2CC12,3.23659,1.30222,0.99008,3.274,69.74,-0.2519,-0.0241,0.2277,1130.1715,0.112234,-453.906991,-453.899328,-453.898384,-453.939511,29.003
gdb_60242,CC(O)CC1COC1=N,3.03992,0.93397,0.85299,1.5546,76.62,-0.2598,0.0308,0.2906,1440.4533,0.169971,-440.286561,-440.276914,-440.275969,-440.321689,35.11
gdb_118149,CCCC(O)C1CCO1,4.1916,0.74962,0.72031,1.5529,82.61,-0.2519,0.0723,0.3242,1707.6482,0.204978,-425.415431,-425.405278,-425.404333,-425.451316,36.952
gdb_12665,CC1C(O)COC1=O,2.69988,2.30696,1.48628,5.0341,60.39,-0.2631,0.0156,0.2788,861.3009,0.130539,-420.922772,-420.915047,-420.914103,-420.954762,28.398
gdb_5196,c1c(nc[nH]1)NC=O,5.93238,1.48673,1.1888,2.5392,62.23,-0.2084,0.0107,0.2192,925.2434,0.098458,-394.846966,-394.840358,-394.839414,-394.878032,24.302
gdb_127679,CN1N=CNC(=N)C1=O,2.52982,1.87634,1.08459,5.1858,73.48,-0.2224,-0.0335,0.1889,1044.5014,0.114152,-450.151114,-450.142998,-450.142054,-450.184639,29.301
gdb_45070,O=C1CC2NC2C1C#C,2.55611,1.65887,1.1421,4.1808,74.35,-0.2393,-0.0197,0.2196,1054.8388,0.12397,-400.71373,-400.705905,-400.70496,-400.746327,30.095
gdb_110274,CCC1C2C(C)N2C1=O,2.42412,1.34016,1.18357,3.7824,78.78,-0.2396,-0.0086,0.231,1183.7316,0.170182,-403.136951,-403.127831,-403.126887,-403.17088,33.953
gdb_130374,NC=[NH+]C1=NNC=C1[O-],3.55689,1.10195,0.84163,6.8846,92.64,-0.1399,-0.045,0.0949,1286.1616,0.113919,-450.102532,-450.094264,-450.09332,-450.13557,30.683
gdb_114550,CCC1CN2CC1(O)C2,2.61039,1.39256,1.09676,0.9633,81.07,-0.2241,0.0659,0.2899,1205.0419,0.195676,-404.31719,-404.308614,-404.30767,-404.350081,34.228
gdb_12103,CC1(CC1)CC2CC2,3.92267,1.21348,1.13569,0.1859,81.82,-0.2611,0.0862,0.3473,1183.8962,0.200039,-313.048745,-313.039984,-313.03904,-313.082227,33.654
gdb_98179,CC(C)(C=O)C(=O)OC,2.85569,1.11342,0.98894,3.771,72.57,-0.2522,-0.0211,0.2311,1283.0721,0.154908,-460.209871,-460.199066,-460.198122,-460.246696,36.922
gdb_50064,O=CC1OC1C(=O)C#N,3.01182,1.00015,0.93558,2.3067,62.65,-0.2828,-0.1211,0.1617,1231.8494,0.074261,-472.608022,-472.599547,-472.598603,-472.642609,28.367
gdb_69822,CC12CC1C1NC1CO2,3.11292,1.56102,1.27043,1.693,77.97,-0.2186,0.0643,0.2829,1052.7976,0.172781,-403.110304,-403.102641,-403.101696,-403.141869,31.558
gdb_82292,CC1(C)CC2NC2C1O,2.39364,1.61572,1.31695,2.8802,80.42,-0.2414,0.0659,0.3072,1091.4666,0.19513,-404.339922,-404.331228,-404.330284,-404.372583,35.302
gdb_100499,CC#CC(=O)C(O)CO,2.54733,0.88254,0.68842,3.8,76.9,-0.2576,-0.0678,0.1898,1613.1808,0.132593,-458.94871,-458.938295,-458.937351,-458.986424,35.421
